LOCAL,LATITUDE,LONGITUDE,MUNICIPIO,UF
SAO CAITANO-PE,"-8,32","-36,14",SAO CAITANO,PE
SAO CARLOS DO IVAI-PR,"-23,31","-52,47",SAO CARLOS DO IVAI,PR
SAO CARLOS-SC,"-27,07",-53,SAO CARLOS,SC
SAO CARLOS-SP,"-22,01","-47,89",SAO CARLOS,SP
SAO CRISTOVAO DO SUL-SC,"-27,26","-50,44",SAO CRISTOVAO DO SUL,SC
SAO CRISTOVAO-SE,"-11,01","-37,2",SAO CRISTOVAO,SE
SAO DESIDERIO-BA,"-12,36","-44,97",SAO DESIDERIO,BA
SAO DOMINGOS DAS DORES-MG,"-19,52","-42,01",SAO DOMINGOS DAS DORES,MG
SAO DOMINGOS DE POMBAL-PB,"-6,81","-37,94",SAO DOMINGOS DE POMBAL,PB
SAO DOMINGOS DO ARAGUAIA-PA,"-5,53","-48,73",SAO DOMINGOS DO ARAGUAIA,PA
SAO DOMINGOS DO AZEITAO-MA,"-6,81","-44,64",SAO DOMINGOS DO AZEITAO,MA
SAO DOMINGOS DO CAPIM-PA,"-1,67","-47,77",SAO DOMINGOS DO CAPIM,PA
SAO DOMINGOS DO CARIRI-PB,"-7,63","-36,43",SAO DOMINGOS DO CARIRI,PB
SAO DOMINGOS DO MARANHAO-MA,"-5,57","-44,38",SAO DOMINGOS DO MARANHAO,MA
SAO DOMINGOS DO NORTE-ES,"-19,14","-40,62",SAO DOMINGOS DO NORTE,ES
SAO DOMINGOS DO PRATA-MG,"-19,86","-42,96",SAO DOMINGOS DO PRATA,MG
SAO DOMINGOS DO SUL-RS,"-28,53","-51,88",SAO DOMINGOS DO SUL,RS
SAO DOMINGOS-BA,"-11,5","-39,54",SAO DOMINGOS,BA
SAO DOMINGOS-GO,"-13,39","-46,31",SAO DOMINGOS,GO
SAO DOMINGOS-SC,"-26,55","-52,53",SAO DOMINGOS,SC
SAO DOMINGOS-SE,"-10,79","-37,56",SAO DOMINGOS,SE
SAO FELIPE D'OESTE-RO,"-11,9","-61,5",SAO FELIPE D'OESTE,RO
SAO FELIPE-BA,"-12,84","-39,08",SAO FELIPE,BA
SAO FELIX DE BALSAS-MA,"-7,08","-44,81",SAO FELIX DE BALSAS,MA
SAO FELIX DE MINAS-MG,"-18,59","-41,48",SAO FELIX DE MINAS,MG
SAO FELIX DO ARAGUAIA-MT,"-11,61","-50,66",SAO FELIX DO ARAGUAIA,MT
SAO FELIX DO CORIBE-BA,"-13,4","-44,19",SAO FELIX DO CORIBE,BA
SAO FELIX DO PIAUI-PI,"-5,93","-42,11",SAO FELIX DO PIAUI,PI
SAO FELIX DO TOCANTINS-TO,"-10,16","-46,65",SAO FELIX DO TOCANTINS,TO
SAO FELIX DO XINGU-PA,"-6,64","-51,99",SAO FELIX DO XINGU,PA
SAO FELIX-BA,"-12,6","-38,97",SAO FELIX,BA
SAO FERNANDO-RN,"-6,37","-37,18",SAO FERNANDO,RN
SAO FIDELIS-RJ,"-21,64","-41,74",SAO FIDELIS,RJ
SAO FRANCISCO DE ASSIS DO PIAUI-PI,"-8,23","-41,68",SAO FRANCISCO DE ASSIS DO PIAUI,PI
SAO FRANCISCO DE ASSIS-RS,"-29,55","-55,13",SAO FRANCISCO DE ASSIS,RS
SAO FRANCISCO DE GOIAS-GO,"-15,93","-49,26",SAO FRANCISCO DE GOIAS,GO
SAO FRANCISCO DE ITABAPOANA-RJ,"-21,3","-40,96",SAO FRANCISCO DE ITABAPOANA,RJ
SAO FRANCISCO DE PAULA-MG,"-20,71","-44,98",SAO FRANCISCO DE PAULA,MG
SAO FRANCISCO DE PAULA-RS,"-29,44","-50,58",SAO FRANCISCO DE PAULA,RS
SAO FRANCISCO DE SALES-MG,"-19,86","-49,77",SAO FRANCISCO DE SALES,MG
SAO FRANCISCO DO BREJAO-MA,"-5,12","-47,38",SAO FRANCISCO DO BREJAO,MA
SAO FRANCISCO DO CONDE-BA,"-12,62","-38,68",SAO FRANCISCO DO CONDE,BA
SAO FRANCISCO DO GLORIA-MG,"-20,78","-42,26",SAO FRANCISCO DO GLORIA,MG
SAO FRANCISCO DO GUAPORE-RO,"-12,05","-63,56",SAO FRANCISCO DO GUAPORE,RO
SAO FRANCISCO DO MARANHAO-MA,"-6,25","-42,85",SAO FRANCISCO DO MARANHAO,MA
SAO FRANCISCO DO OESTE-RN,"-5,97","-38,15",SAO FRANCISCO DO OESTE,RN
SAO FRANCISCO DO PARA-PA,"-1,16","-47,79",SAO FRANCISCO DO PARA,PA
SAO FRANCISCO DO PIAUI-PI,"-7,25","-42,54",SAO FRANCISCO DO PIAUI,PI
SAO FRANCISCO DO SUL-SC,"-26,24","-48,63",SAO FRANCISCO DO SUL,SC
SAO FRANCISCO-MG,"-15,94","-44,86",SAO FRANCISCO,MG
SAO FRANCISCO-PB,"-6,61","-38,09",SAO FRANCISCO,PB
SAO FRANCISCO-SE,"-10,33","-36,88",SAO FRANCISCO,SE
SAO FRANCISCO-SP,"-20,35","-50,69",SAO FRANCISCO,SP
SAO GABRIEL DA CACHOEIRA-AM,"-0,13","-67,08",SAO GABRIEL DA CACHOEIRA,AM
SAO GABRIEL DA PALHA-ES,"-19,01","-40,53",SAO GABRIEL DA PALHA,ES
SAO GABRIEL DO OESTE-MS,"-19,39","-54,56",SAO GABRIEL DO OESTE,MS
SAO GABRIEL-BA,"-11,22","-41,91",SAO GABRIEL,BA
SAO GABRIEL-RS,"-30,33","-54,32",SAO GABRIEL,RS
SAO GERALDO DA PIEDADE-MG,"-18,83","-42,28",SAO GERALDO DA PIEDADE,MG
SAO GERALDO DO ARAGUAIA-PA,"-6,4","-48,55",SAO GERALDO DO ARAGUAIA,PA
SAO GERALDO DO BAIXIO-MG,"-18,9","-41,36",SAO GERALDO DO BAIXIO,MG
SAO GERALDO-MG,"-20,92","-42,83",SAO GERALDO,MG
SAO GONCALO DO ABAETE-MG,"-18,33","-45,83",SAO GONCALO DO ABAETE,MG
SAO GONCALO DO AMARANTE-CE,"-3,6","-38,96",SAO GONCALO DO AMARANTE,CE
SAO GONCALO DO AMARANTE-RN,"-5,79","-35,32",SAO GONCALO DO AMARANTE,RN
SAO GONCALO DO GURGUEIA-PI,"-10,03","-45,3",SAO GONCALO DO GURGUEIA,PI
SAO GONCALO DO PARA-MG,"-19,98","-44,85",SAO GONCALO DO PARA,MG
SAO GONCALO DO PIAUI-PI,"-5,99","-42,7",SAO GONCALO DO PIAUI,PI
SAO GONCALO DO RIO ABAIXO-MG,"-19,82","-43,36",SAO GONCALO DO RIO ABAIXO,MG
SAO GONCALO DO RIO PRETO-MG,-18,"-43,39",SAO GONCALO DO RIO PRETO,MG
SAO GONCALO DO SAPUCAI-MG,"-21,89","-45,59",SAO GONCALO DO SAPUCAI,MG
SAO GONCALO DOS CAMPOS-BA,"-12,43","-38,96",SAO GONCALO DOS CAMPOS,BA
SAO GONCALO-RJ,"-22,82","-43,05",SAO GONCALO,RJ
SAO GOTARDO-MG,"-19,31","-46,04",SAO GOTARDO,MG
SAO JERONIMO DA SERRA-PR,"-23,72","-50,74",SAO JERONIMO DA SERRA,PR
SAO JERONIMO-RS,"-29,95","-51,72",SAO JERONIMO,RS
SAO JOAO BATISTA DO GLORIA-MG,"-20,64","-46,5",SAO JOAO BATISTA DO GLORIA,MG
SAO JOAO BATISTA-MA,"-2,95","-44,8",SAO JOAO BATISTA,MA
SAO JOAO BATISTA-SC,"-27,27","-48,84",SAO JOAO BATISTA,SC
SAO JOAO DA BALIZA-RR,"0,95","-59,91",SAO JOAO DA BALIZA,RR
SAO JOAO DA BARRA-RJ,"-21,64","-41,05",SAO JOAO DA BARRA,RJ
SAO JOAO DA BOA VISTA-SP,"-21,96","-46,79",SAO JOAO DA BOA VISTA,SP
SAO JOAO DA CANABRAVA-PI,"-6,81","-41,34",SAO JOAO DA CANABRAVA,PI
SAO JOAO DA FRONTEIRA-PI,"-3,95","-41,25",SAO JOAO DA FRONTEIRA,PI
SAO JOAO DA LAGOA-MG,"-16,85","-44,35",SAO JOAO DA LAGOA,MG
SAO JOAO DA MATA-MG,"-21,93","-45,92",SAO JOAO DA MATA,MG
SAO JOAO DA PARAUNA-GO,"-16,81","-50,41",SAO JOAO DA PARAUNA,GO
SAO JOAO DA PONTA-PA,"-0,85","-47,92",SAO JOAO DA PONTA,PA
SAO JOAO DA PONTE-MG,"-15,92",-44,SAO JOAO DA PONTE,MG
SAO JOAO DA SERRA-PI,"-5,51","-41,89",SAO JOAO DA SERRA,PI
SAO JOAO DA URTIGA-RS,"-27,82","-51,82",SAO JOAO DA URTIGA,RS
SAO JOAO DA VARJOTA-PI,"-6,94","-41,89",SAO JOAO DA VARJOTA,PI
SAO JOAO D'ALIANCA-GO,"-14,7","-47,52",SAO JOAO D'ALIANCA,GO
SAO JOAO DAS DUAS PONTES-SP,"-20,38","-50,37",SAO JOAO DAS DUAS PONTES,SP
SAO JOAO DAS MISSOES-MG,"-14,88","-44,09",SAO JOAO DAS MISSOES,MG
SAO JOAO DE IRACEMA-SP,"-20,51","-50,35",SAO JOAO DE IRACEMA,SP
SAO JOAO DE MERITI-RJ,"-22,8","-43,37",SAO JOAO DE MERITI,RJ
SAO JOAO DE PIRABAS-PA,"-0,76","-47,17",SAO JOAO DE PIRABAS,PA
SAO JOAO DEL REI-MG,"-21,13","-44,26",SAO JOAO DEL REI,MG
SAO JOAO DO ARAGUAIA-PA,"-5,35","-48,79",SAO JOAO DO ARAGUAIA,PA
SAO JOAO DO ARRAIAL-PI,"-3,81","-42,44",SAO JOAO DO ARRAIAL,PI
SAO JOAO DO CAIUA-PR,"-22,85","-52,33",SAO JOAO DO CAIUA,PR
SAO JOAO DO CARIRI-PB,"-7,39","-36,53",SAO JOAO DO CARIRI,PB
SAO JOAO DO CARU-MA,"-3,55","-46,25",SAO JOAO DO CARU,MA
SAO JOAO DO ITAPERIU-SC,"-26,61","-48,76",SAO JOAO DO ITAPERIU,SC
SAO JOAO DO IVAI-PR,"-23,98","-51,81",SAO JOAO DO IVAI,PR
SAO JOAO DO JAGUARIBE-CE,"-5,27","-38,27",SAO JOAO DO JAGUARIBE,CE
SAO JOAO DO MANHUACU-MG,"-20,39","-42,15",SAO JOAO DO MANHUACU,MG
SAO JOAO DO MANTENINHA-MG,"-18,72","-41,16",SAO JOAO DO MANTENINHA,MG
SAO JOAO DO OESTE-SC,"-27,09","-53,59",SAO JOAO DO OESTE,SC
SAO JOAO DO ORIENTE-MG,"-19,33","-42,15",SAO JOAO DO ORIENTE,MG
SAO JOAO DO PACUI-MG,"-16,54","-44,51",SAO JOAO DO PACUI,MG
SAO JOAO DO PARAISO-MA,"-6,46","-47,05",SAO JOAO DO PARAISO,MA
SAO JOAO DO PARAISO-MG,"-15,31","-42,01",SAO JOAO DO PARAISO,MG
SAO JOAO DO PAU D'ALHO-SP,"-21,26","-51,66",SAO JOAO DO PAU D'ALHO,SP
SAO JOAO DO PIAUI-PI,"-8,35","-42,24",SAO JOAO DO PIAUI,PI
SAO JOAO DO POLESINE-RS,"-29,61","-53,44",SAO JOAO DO POLESINE,RS
SAO JOAO DO RIO DO PEIXE-PB,"-6,72","-38,44",SAO JOAO DO RIO DO PEIXE,PB
SAO JOAO DO SABUGI-RN,"-6,71","-37,2",SAO JOAO DO SABUGI,RN
SAO JOAO DO SOTER-MA,"-5,11","-43,81",SAO JOAO DO SOTER,MA
SAO JOAO DO SUL-SC,"-29,22","-49,81",SAO JOAO DO SUL,SC
SAO JOAO DO TIGRE-PB,"-8,07","-36,84",SAO JOAO DO TIGRE,PB
SAO JOAO DO TRIUNFO-PR,"-25,68","-50,29",SAO JOAO DO TRIUNFO,PR
SAO JOAO DOS PATOS-MA,"-6,49","-43,7",SAO JOAO DOS PATOS,MA
SAO JOAO EVANGELISTA-MG,"-18,54","-42,76",SAO JOAO EVANGELISTA,MG
SAO JOAO NEPOMUCENO-MG,"-21,54","-43,01",SAO JOAO NEPOMUCENO,MG
SAO JOAO-PE,"-8,87","-36,36",SAO JOAO,PE
SAO JOAO-PR,"-25,82","-52,72",SAO JOAO,PR
SAO JOAQUIM DA BARRA-SP,"-20,58","-47,85",SAO JOAQUIM DA BARRA,SP
SAO JOAQUIM DE BICAS-MG,"-20,04","-44,27",SAO JOAQUIM DE BICAS,MG
SAO JOAQUIM DO MONTE-PE,"-8,43","-35,8",SAO JOAQUIM DO MONTE,PE
SAO JOAQUIM-SC,"-28,29","-49,93",SAO JOAQUIM,SC
SAO JORGE DO IVAI-PR,"-23,43","-52,29",SAO JORGE DO IVAI,PR
SAO JORGE DO PATROCINIO-PR,"-23,74","-53,92",SAO JORGE DO PATROCINIO,PR
SAO JORGE D'OESTE-PR,"-25,7","-52,91",SAO JORGE D'OESTE,PR
SAO JORGE-RS,"-28,49","-51,7",SAO JORGE,RS
SAO JOSE DA BARRA-MG,"-20,71","-46,31",SAO JOSE DA BARRA,MG
SAO JOSE DA BELA VISTA-SP,"-20,59","-47,64",SAO JOSE DA BELA VISTA,SP
SAO JOSE DA BOA VISTA-PR,"-23,91","-49,65",SAO JOSE DA BOA VISTA,PR
SAO JOSE DA COROA GRANDE-PE,"-8,89","-35,14",SAO JOSE DA COROA GRANDE,PE
SAO JOSE DA LAGOA TAPADA-PB,"-6,94","-38,16",SAO JOSE DA LAGOA TAPADA,PB
SAO JOSE DA LAJE-AL,"-9,01","-36,05",SAO JOSE DA LAJE,AL
SAO JOSE DA LAPA-MG,"-19,7","-43,95",SAO JOSE DA LAPA,MG
SAO JOSE DA SAFIRA-MG,"-18,32","-42,14",SAO JOSE DA SAFIRA,MG
SAO JOSE DA TAPERA-AL,"-9,55","-37,38",SAO JOSE DA TAPERA,AL
SAO JOSE DA VARGINHA-MG,"-19,71","-44,55",SAO JOSE DA VARGINHA,MG
SAO JOSE DA VITORIA-BA,"-15,08","-39,33",SAO JOSE DA VITORIA,BA
SAO JOSE DAS MISSOES-RS,"-27,78","-53,12",SAO JOSE DAS MISSOES,RS
SAO JOSE DAS PALMEIRAS-PR,"-24,83","-54,06",SAO JOSE DAS PALMEIRAS,PR
SAO JOSE DE CAIANA-PB,"-7,24","-38,3",SAO JOSE DE CAIANA,PB
SAO JOSE DE ESPINHARAS-PB,"-6,84","-37,32",SAO JOSE DE ESPINHARAS,PB
SAO JOSE DE MIPIBU-RN,"-6,07","-35,23",SAO JOSE DE MIPIBU,RN
SAO JOSE DE PIRANHAS-PB,"-7,12","-38,5",SAO JOSE DE PIRANHAS,PB
SAO JOSE DE PRINCESA-PB,"-7,73","-38,09",SAO JOSE DE PRINCESA,PB
SAO JOSE DE RIBAMAR-MA,"-2,56","-44,05",SAO JOSE DE RIBAMAR,MA
SAO JOSE DE UBA-RJ,"-21,35","-41,94",SAO JOSE DE UBA,RJ
SAO JOSE DO ALEGRE-MG,"-22,32","-45,52",SAO JOSE DO ALEGRE,MG
SAO JOSE DO BARREIRO-SP,"-22,64","-44,57",SAO JOSE DO BARREIRO,SP
SAO JOSE DO BELMONTE-PE,"-7,86","-38,76",SAO JOSE DO BELMONTE,PE
SAO JOSE DO BONFIM-PB,"-7,16","-37,3",SAO JOSE DO BONFIM,PB
SAO JOSE DO BREJO DO CRUZ-PB,"-6,21","-37,35",SAO JOSE DO BREJO DO CRUZ,PB
SAO JOSE DO CALCADO-ES,"-21,02","-41,65",SAO JOSE DO CALCADO,ES
SAO JOSE DO CAMPESTRE-RN,"-6,31","-35,71",SAO JOSE DO CAMPESTRE,RN
SAO JOSE DO CEDRO-SC,"-26,45","-53,49",SAO JOSE DO CEDRO,SC
SAO JOSE DO CERRITO-SC,"-27,66","-50,58",SAO JOSE DO CERRITO,SC
SAO JOSE DO DIVINO-MG,"-18,47","-41,38",SAO JOSE DO DIVINO,MG
SAO JOSE DO DIVINO-PI,"-3,81","-41,83",SAO JOSE DO DIVINO,PI
SAO JOSE DO EGITO-PE,"-7,47","-37,27",SAO JOSE DO EGITO,PE
SAO JOSE DO GOIABAL-MG,"-19,92","-42,7",SAO JOSE DO GOIABAL,MG
SAO JOSE DO HERVAL-RS,"-29,04","-52,29",SAO JOSE DO HERVAL,RS
SAO JOSE DO HORTENCIO-RS,"-29,52","-51,25",SAO JOSE DO HORTENCIO,RS
SAO JOSE DO INHACORA-RS,"-27,72","-54,12",SAO JOSE DO INHACORA,RS
SAO JOSE DO JACUIPE-BA,"-11,41","-39,86",SAO JOSE DO JACUIPE,BA
SAO JOSE DO JACURI-MG,"-18,27","-42,67",SAO JOSE DO JACURI,MG
SAO JOSE DO MANTIMENTO-MG,-20,"-41,74",SAO JOSE DO MANTIMENTO,MG
SAO JOSE DO NORTE-RS,"-32,01","-52,04",SAO JOSE DO NORTE,RS
SAO JOSE DO OURO-RS,"-27,76","-51,59",SAO JOSE DO OURO,RS
SAO JOSE DO PEIXE-PI,"-7,49","-42,56",SAO JOSE DO PEIXE,PI
SAO JOSE DO PIAUI-PI,"-6,87","-41,47",SAO JOSE DO PIAUI,PI
SAO JOSE DO POVO-MT,"-16,46","-54,25",SAO JOSE DO POVO,MT
SAO JOSE DO RIO CLARO-MT,"-13,44","-56,72",SAO JOSE DO RIO CLARO,MT
SAO JOSE DO RIO PARDO-SP,"-21,59","-46,88",SAO JOSE DO RIO PARDO,SP
SAO JOSE DO RIO PRETO-SP,"-20,82","-49,37",SAO JOSE DO RIO PRETO,SP
SAO JOSE DO SABUGI-PB,"-6,77","-36,79",SAO JOSE DO SABUGI,PB
SAO JOSE DO SERIDO-RN,"-6,44","-36,87",SAO JOSE DO SERIDO,RN
SAO JOSE DO VALE DO RIO PRETO-RJ,"-22,15","-42,92",SAO JOSE DO VALE DO RIO PRETO,RJ
SAO JOSE DO XINGU-MT,"-10,8","-52,74",SAO JOSE DO XINGU,MT
SAO JOSE DOS AUSENTES-RS,"-28,74","-50,06",SAO JOSE DOS AUSENTES,RS
SAO JOSE DOS BASILIOS-MA,"-5,05","-44,58",SAO JOSE DOS BASILIOS,MA
SAO JOSE DOS CAMPOS-SP,"-23,17","-45,88",SAO JOSE DOS CAMPOS,SP
SAO JOSE DOS CORDEIROS-PB,"-7,39","-36,8",SAO JOSE DOS CORDEIROS,PB
SAO JOSE DOS PINHAIS-PR,"-25,53","-49,2",SAO JOSE DOS PINHAIS,PR
SAO JOSE DOS QUATRO MARCOS-MT,"-15,62","-58,17",SAO JOSE DOS QUATRO MARCOS,MT
SAO JOSE DOS RAMOS-PB,"-7,25","-35,38",SAO JOSE DOS RAMOS,PB
SAO JOSE-SC,"-27,61","-48,62",SAO JOSE,SC
SAO JULIAO-PI,"-7,08","-40,82",SAO JULIAO,PI
SAO LEOPOLDO-RS,"-29,76","-51,14",SAO LEOPOLDO,RS
SAO LOURENCO DA MATA-PE,-8,"-35,01",SAO LOURENCO DA MATA,PE
SAO LOURENCO DA SERRA-SP,"-23,85","-46,94",SAO LOURENCO DA SERRA,SP
SAO LOURENCO DO OESTE-SC,"-26,35","-52,85",SAO LOURENCO DO OESTE,SC
SAO LOURENCO DO PIAUI-PI,"-9,16","-42,54",SAO LOURENCO DO PIAUI,PI
SAO LOURENCO DO SUL-RS,"-31,36","-51,97",SAO LOURENCO DO SUL,RS
SAO LOURENCO-MG,"-22,11","-45,05",SAO LOURENCO,MG
SAO LUDGERO-SC,"-28,32","-49,17",SAO LUDGERO,SC
SAO LUIS DE MONTES BELOS-GO,"-16,52","-50,37",SAO LUIS DE MONTES BELOS,GO
SAO LUIS DO CURU-CE,"-3,67","-39,24",SAO LUIS DO CURU,CE
SAO LUIS DO PARAITINGA-SP,"-23,22","-45,31",SAO LUIS DO PARAITINGA,SP
SAO LUIS DO PIAUI-PI,"-6,82","-41,32",SAO LUIS DO PIAUI,PI
SAO LUIS DO QUITUNDE-AL,"-9,31","-35,56",SAO LUIS DO QUITUNDE,AL
SAO LUIS GONZAGA DO MARANHAO-MA,"-4,38","-44,67",SAO LUIS GONZAGA DO MARANHAO,MA
SAO LUIS-MA,"-2,53","-44,3",SAO LUIS,MA
SAO LUIZ DO NORTE-GO,"-14,86","-49,32",SAO LUIZ DO NORTE,GO
SAO LUIZ GONZAGA-RS,"-28,4","-54,96",SAO LUIZ GONZAGA,RS
SAO LUIZ-RR,1,"-60,15",SAO LUIZ,RR
SAO MAMEDE-PB,"-6,92","-37,09",SAO MAMEDE,PB
SAO MANUEL DO PARANA-PR,"-23,4","-52,64",SAO MANUEL DO PARANA,PR
SAO MANUEL-SP,"-22,73","-48,57",SAO MANUEL,SP
SAO MARCOS-RS,"-28,97","-51,06",SAO MARCOS,RS
SAO MARTINHO DA SERRA-RS,"-29,53","-53,85",SAO MARTINHO DA SERRA,RS
SAO MARTINHO-RS,"-27,7","-53,96",SAO MARTINHO,RS
SAO MARTINHO-SC,"-28,16","-48,97",SAO MARTINHO,SC
SAO MATEUS DO MARANHAO-MA,"-4,04","-44,47",SAO MATEUS DO MARANHAO,MA
SAO MATEUS DO SUL-PR,"-25,87","-50,38",SAO MATEUS DO SUL,PR
SAO MATEUS-ES,"-18,71","-39,85",SAO MATEUS,ES
SAO MIGUEL ARCANJO-SP,"-23,87","-47,99",SAO MIGUEL ARCANJO,SP
SAO MIGUEL DA BAIXA GRANDE-PI,"-5,86","-42,18",SAO MIGUEL DA BAIXA GRANDE,PI
SAO MIGUEL DA BOA VISTA-SC,"-26,69","-53,25",SAO MIGUEL DA BOA VISTA,SC
SAO MIGUEL DAS MATAS-BA,"-13,04","-39,45",SAO MIGUEL DAS MATAS,BA
SAO MIGUEL DAS MISSOES-RS,"-28,56","-54,55",SAO MIGUEL DAS MISSOES,RS
SAO MIGUEL DE TAIPU-PB,"-7,25","-35,21",SAO MIGUEL DE TAIPU,PB
SAO MIGUEL DE TOUROS-RN,"-5,12","-35,63",SAO MIGUEL DE TOUROS,RN
SAO MIGUEL DO ALEIXO-SE,"-10,38","-37,38",SAO MIGUEL DO ALEIXO,SE
SAO MIGUEL DO ANTA-MG,"-20,7","-42,71",SAO MIGUEL DO ANTA,MG
SAO MIGUEL DO ARAGUAIA-GO,"-13,27","-50,16",SAO MIGUEL DO ARAGUAIA,GO
SAO MIGUEL DO FIDALGO-PI,"-7,58","-42,37",SAO MIGUEL DO FIDALGO,PI
SAO MIGUEL DO GUAMA-PA,"-1,62","-47,48",SAO MIGUEL DO GUAMA,PA
SAO MIGUEL DO GUAPORE-RO,"-11,68","-62,68",SAO MIGUEL DO GUAPORE,RO
SAO MIGUEL DO IGUACU-PR,"-25,34","-54,23",SAO MIGUEL DO IGUACU,PR
SAO MIGUEL DO PASSA QUATRO-GO,"-17,05","-48,66",SAO MIGUEL DO PASSA QUATRO,GO
SAO MIGUEL DO TAPUIO-PI,"-5,5","-41,32",SAO MIGUEL DO TAPUIO,PI
SAO MIGUEL DO TOCANTINS-TO,"-5,55","-47,57",SAO MIGUEL DO TOCANTINS,TO
SAO MIGUEL D'OESTE-SC,"-26,72","-53,51",SAO MIGUEL D'OESTE,SC
SAO MIGUEL DOS CAMPOS-AL,"-9,78","-36,09",SAO MIGUEL DOS CAMPOS,AL
SAO MIGUEL DOS MILAGRES-AL,"-9,26","-35,37",SAO MIGUEL DOS MILAGRES,AL
SAO MIGUEL-RN,"-6,21","-38,49",SAO MIGUEL,RN
SAO NICOLAU-RS,"-28,18","-55,26",SAO NICOLAU,RS
SAO PATRICIO-GO,"-15,35","-49,81",SAO PATRICIO,GO
SAO PAULO DAS MISSOES-RS,"-28,02","-54,93",SAO PAULO DAS MISSOES,RS
SAO PAULO DE OLIVENCA-AM,"-3,37","-68,87",SAO PAULO DE OLIVENCA,AM
SAO PAULO DO POTENGI-RN,"-5,89","-35,76",SAO PAULO DO POTENGI,RN
SAO PAULO-SP,"-23,54","-46,63",SAO PAULO,SP
SAO PEDRO DA AGUA BRANCA-MA,"-5,08","-48,42",SAO PEDRO DA AGUA BRANCA,MA
SAO PEDRO DA ALDEIA-RJ,"-22,83","-42,1",SAO PEDRO DA ALDEIA,RJ
SAO PEDRO DA CIPA-MT,-16,"-54,92",SAO PEDRO DA CIPA,MT
SAO PEDRO DA SERRA-RS,"-29,42","-51,51",SAO PEDRO DA SERRA,RS
SAO PEDRO DA UNIAO-MG,"-21,12","-46,61",SAO PEDRO DA UNIAO,MG
SAO PEDRO DE ALCANTARA-SC,"-27,56","-48,8",SAO PEDRO DE ALCANTARA,SC
SAO PEDRO DO BUTIA-RS,"-28,12","-54,88",SAO PEDRO DO BUTIA,RS
SAO PEDRO DO IGUACU-PR,"-24,93","-53,85",SAO PEDRO DO IGUACU,PR
SAO PEDRO DO IVAI-PR,"-23,86","-51,85",SAO PEDRO DO IVAI,PR
SAO PEDRO DO PARANA-PR,"-22,82","-53,22",SAO PEDRO DO PARANA,PR
SAO PEDRO DO PIAUI-PI,"-5,92","-42,71",SAO PEDRO DO PIAUI,PI
SAO PEDRO DO SUACUI-MG,"-18,36","-42,6",SAO PEDRO DO SUACUI,MG
SAO PEDRO DO SUL-RS,"-29,62","-54,17",SAO PEDRO DO SUL,RS
SAO PEDRO DO TURVO-SP,"-22,74","-49,74",SAO PEDRO DO TURVO,SP
SAO PEDRO DOS CRENTES-MA,"-6,82","-46,53",SAO PEDRO DOS CRENTES,MA
SAO PEDRO DOS FERROS-MG,"-20,17","-42,52",SAO PEDRO DOS FERROS,MG
SAO PEDRO-RN,"-5,89","-35,63",SAO PEDRO,RN
SAO PEDRO-SP,"-22,54","-47,91",SAO PEDRO,SP
SAO RAFAEL-RN,"-5,79","-36,92",SAO RAFAEL,RN
SAO RAIMUNDO DAS MANGABEIRAS-MA,"-7,02","-45,48",SAO RAIMUNDO DAS MANGABEIRAS,MA
SAO RAIMUNDO DO DOCA BEZERRA-MA,"-5,1","-45,07",SAO RAIMUNDO DO DOCA BEZERRA,MA
SAO RAIMUNDO NONATO-PI,"-9,01","-42,69",SAO RAIMUNDO NONATO,PI
SAO ROBERTO-MA,"-5,02","-44,99",SAO ROBERTO,MA
SAO ROMAO-MG,"-16,36","-45,06",SAO ROMAO,MG
SAO ROQUE DE MINAS-MG,"-20,24","-46,36",SAO ROQUE DE MINAS,MG
SAO ROQUE DO CANAA-ES,"-19,73","-40,65",SAO ROQUE DO CANAA,ES
SAO ROQUE-SP,"-23,52","-47,13",SAO ROQUE,SP
SAO SALVADOR DO TOCANTINS-TO,"-12,74","-48,23",SAO SALVADOR DO TOCANTINS,TO
SAO SEBASTIAO DA AMOREIRA-PR,"-23,46","-50,76",SAO SEBASTIAO DA AMOREIRA,PR
SAO SEBASTIAO DA BELA VISTA-MG,"-22,15","-45,75",SAO SEBASTIAO DA BELA VISTA,MG
SAO SEBASTIAO DA BOA VISTA-PA,"-1,71","-49,54",SAO SEBASTIAO DA BOA VISTA,PA
SAO SEBASTIAO DA GRAMA-SP,"-21,71","-46,82",SAO SEBASTIAO DA GRAMA,SP
SAO SEBASTIAO DA VARGEM ALEGRE-MG,"-21,07","-42,63",SAO SEBASTIAO DA VARGEM ALEGRE,MG
SAO SEBASTIAO DE LAGOA DE ROCA-PB,"-7,08","-35,83",SAO SEBASTIAO DE LAGOA DE ROCA,PB
SAO SEBASTIAO DO ALTO-RJ,"-21,95","-42,13",SAO SEBASTIAO DO ALTO,RJ
SAO SEBASTIAO DO ANTA-MG,"-19,49","-41,98",SAO SEBASTIAO DO ANTA,MG
SAO SEBASTIAO DO CAI-RS,"-29,58","-51,37",SAO SEBASTIAO DO CAI,RS
SAO SEBASTIAO DO MARANHAO-MG,"-18,08","-42,57",SAO SEBASTIAO DO MARANHAO,MG
SAO SEBASTIAO DO OESTE-MG,"-20,27",-45,SAO SEBASTIAO DO OESTE,MG
SAO SEBASTIAO DO PARAISO-MG,"-20,91","-46,99",SAO SEBASTIAO DO PARAISO,MG
